,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,Donovan,Mitchell,SG,22,190.5,210,28,82,2.8,5.1,0.806,13.1,0.468,6.7,0.362,0.8,15,3.3,70,4.2,70,94,1.4,0.4,75,,,,
players,Georges,Niang,PF,25,203.2,230,28,64,0.4,0.4,0.833,1.3,0.566,1.8,0.41,0.2,15,1.3,25,0.6,70,85,0.2,0.1,41,,,,
players,Grayson,Allen,SG,23,195.6,210,28,49,0.9,1.6,0.75,2.1,0.443,2.6,0.323,0.1,16,0.5,70,0.7,32,55,0.2,0.2,78,R,,,
players,Joe,Ingles,PF,31,203.2,226,28,85,2.4,1.5,0.707,3.9,0.533,5.9,0.391,0.4,25,3.6,36,5.7,70,67,1.2,0.2,90,,,,
players,Thabo,Sefolosha,SF,34,200.66,220,28,88,0.5,0.4,0.636,1.4,0.421,1.6,0.436,0.2,18,2.3,46,0.5,70,58,0.9,0.1,58,,,,
players,Ricky,Rubio,PG,28,193.04,194,28,74,2.6,3.4,0.855,7,0.454,3.7,0.311,0.5,34,3.1,60,6.1,70,76,1.3,0.1,87,CG,,,
players,Kyle,Korver,SG,37,200.66,212,28,60,0.8,1.1,0.825,2.1,0.469,5.4,0.384,0.2,66,2.3,39,1.2,70,49,0.4,0.2,65,EX,,,
players,Raul,Neto,PG,26,185.42,179,28,65,0.9,0.9,0.848,2.7,0.535,1.6,0.333,0.2,16,1.5,30,2.5,70,82,0.4,0.1,52,,,,
players,Ekpe,Udoh,C,31,213.36,231,28,85,0.3,0.6,0.633,1.4,0.694,0,0,0.5,15,1.2,28,0.5,70,76,0.2,0.6,56,,,,
,,,,Age,Height,Weight,Team ID,Defence,TurnOvers,FTA,FTPerc,2PTA,2PTPerc,3PTA,ThreePerc,OffReb,Fame,DefReb,FastBreak,Assists,Personality,Potential,Steals,Blocks,Stamina,Trait,,,
players,Bradley,Beal,SG,25,195.58,207,29,60,2.7,5.5,0.808,12.4,0.548,7.3,0.351,1.1,63,3.9,77,5.5,70,85,1.5,0.7,100,EX,,,
players,Trevor,Ariza,SF,33,203.2,215,29,71,1.6,2.8,0.777,5,0.528,6.9,0.322,0.8,100,4.5,66,3.8,70,61,1.2,0.3,90,,,,
players,Jordan,McRae,SG,27,195.58,185,29,53,0.6,1.3,0.8,3.5,0.537,1.3,0.286,0.2,24,1.3,30,1.1,70,79,0.5,0.3,66,,,,
players,Sam,Dekker,PF,24,205.74,230,29,61,0.5,0.9,0.556,4.2,0.528,1.3,0.286,1.2,99,1.9,52,1,70,88,0.7,0.2,65,,,,
players,Ian,Mahinmi,C,32,210.82,250,29,80,0.6,1.8,0.689,2.6,0.5,0.5,0.188,1.4,16,2.4,25,0.7,70,64,0.7,0.5,46,,,,
players,Chasson,Randle,PG,25,188,185,29,40,0.9,1.3,0.694,2.1,0.441,2.3,0.4,0.2,15,0.9,32,2,70,82,0.5,0.1,45,,,,
players,Jeff,Green,SF,32,205.74,235,29,56,1.3,2.7,0.888,3.8,0.586,4.2,0.347,0.7,16,3.3,50,1.8,75,64,0.6,0.5,74,,,,
players,Dwight,Howard,C,33,210.82,265,29,80,2.6,7.2,0.574,11.2,0.559,0,0,3.1,100,9.3,38,1.3,68,61,0.6,1.6,89,HF,,,
players,Jabari,Parker,PF,23,203.2,250,29,50,2.7,3,0.684,8.2,0.613,3.2,0.296,1.5,100,5.7,84,2.7,80,91,0.9,0.6,76,,,,
players,Tomas,Satoransky,SG,27,200.66,210,29,58,1.5,2,0.819,4.6,0.524,2,0.395,1,16,2.5,56,5,70,79,1,0.2,80,,,,
players,Bobby,Portis,PF,23,210.82,230,29,68,1.6,1.7,0.809,8.5,0.458,4.3,0.403,2.3,5,6.4,31,1.5,75,91,0.9,0.4,82,,,,
players,John,Wall,PG,28,193.04,195,29,58,3.8,5.5,0.697,12,0.507,5.3,0.302,0.5,100,3.2,100,8.7,85,76,1.5,0.9,95,CG,,,
players,Troy,Brown,SF,19,200.7,210,29,58,0.6,0.9,0.681,3.2,0.455,1.3,0.319,0.7,19.5,2.1,72,1.5,55,74,0.4,0.1,53,R,,,
players,Wesley,Johnson,SF,31,200.66,215,29,55,0.5,0.8,0.7,1.2,0.286,2.2,0.231,0.2,19,1.3,31,1.5,70,67,0.6,0.2,67,,,,
players,Thomas,Bryant,C,21,208.28,241,29,75,0.8,1.9,0.781,5.6,0.685,1.3,0.333,1.6,15,6.3,25,1.3,70,97,0.3,0.9,67,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Mickey,PF,24,203.2,235,-1,61,0.5,0.7,0.6,2,0.5,0.1,0,0.9,16,1,25,0.4,70,88,0.1,0.2,30,,,,
players,Marcus,Thornton,SG,29,193.04,205,-1,61,0.8,0.8,0.852,3.9,0.431,2.4,0.35,0.7,15,1.6,31,1.2,70,67,0.6,0.1,75,,,,
players,Sheldon,McClellan,SG,24,198.12,200,-1,61,0.1,0.9,0.857,1.6,0.459,1.1,0.231,0.2,15,1.1,32,0.7,70,82,0.3,0.1,45,,,,
players,Jared,Sullinger,PF,24,205.74,260,-1,76,0.2,0.8,0.5,2.9,0.414,1.7,0.176,0.9,17,1.6,25,0.2,70,82,0.4,0.1,25,,,,
players,Jason,Smith,C,32,213.36,245,-1,73,0.8,0.6,0.69,3.6,0.54,0.3,0.412,0.9,16,2.2,27,0.3,70,64,0.3,0.7,95,,,,
players,Anthony,Bennett,PF,25,203.2,235,-1,55,1.6,4.9,0.722,6,0.568,6.5,0.271,3.4,15,7.2,28,1.6,70,85,0.7,0.4,80,,,,
players,Andrew,Nicholson,PF,29,205.74,250,-1,70,0.4,0.4,0.583,2.2,0.45,0.6,0.188,0.4,15,0.9,26,0.3,70,73,0.4,0.2,57,,,,
players,Mario,Chalmers,PG,32,187.96,190,-1,79,2.5,2.9,0.786,5.1,0.477,4.5,0.358,0.5,15,2.8,50,5,78,64,2,0.2,70,,,,
players,Norris,Cole,PG,30,187.96,175,-1,70,2.3,1.7,0.741,8.2,0.438,2.9,0.326,0.4,15,2.8,50,4.4,70,70,1.2,0.2,80,,,,
players,Rashad,Vaughn,SG,22,198.12,202,-1,64,0.3,0.1,0.5,1.6,0.382,2.4,0.353,0,17,1.1,31,0.4,70,94,0.5,0.2,43,,,,
players,Spencer,Hawes,C,30,215.9,245,-1,79,1.1,1,0.882,4.7,0.54,1.6,0.291,0.9,16,3.3,28,1.8,70,70,0.4,0.7,67,,,,
players,Josh,McRoberts,PF,31,208.28,240,-1,67,1,0.4,0.667,4,0.356,1.4,0.419,1,15,2.3,25,2.3,75,67,0.5,0.2,50,,,,
players,Luke,Babbitt,SF,29,205.74,225,-1,64,0.4,0.4,0.733,1.4,0.379,2.9,0.385,0.2,17,2,28,0.5,70,73,0.4,0.2,80,,,,
players,Michael,Beasley,PF,30,208.28,235,-1,70,1.2,1.9,0.734,6,0.522,0.8,0.438,0.7,30,2.8,40,1,67,70,0.5,0.5,84,,,,
players,Marcelo,Huertas,PG,35,190.5,200,-1,55,0.9,0.8,0.529,2.1,0.435,0.8,0.222,0.1,18,1,31,2.3,70,55,0.5,0.1,42,,,,
players,Nick,Young,SG,33,200.66,210,-1,46,0.6,1.6,0.848,3.8,0.497,7,0.413,0.5,83,1.9,61,1,70,61,0.6,0.3,85,SP,,,
players,Chinanu,Onuaku,C,21,208.28,245,-1,50,0,1,1,1,1,0,0,0.5,21,1.5,25,0.5,70,94,0.5,0,67,,,,
players,Kyle,Wiltjer,PF,25,208.28,240,-1,61,0.3,0.2,0.5,0,0,1.1,0.3,0.3,19,0.4,25,0,70,82,0,0.1,25,,,,
players,Carmelo,Anthony,SF,34,203.2,240,-1,58,2,5.3,0.828,13.4,0.469,5.6,0.354,0.8,100,5.2,43,2.9,75,58,0.8,0.4,98,HH,,,
players,Joe,Young,PG,26,187.96,180,-1,61,0.2,0.6,0.692,1.8,0.415,0.9,0.19,0,15,0.6,33,0.6,70,82,0.2,0,46,,,,
players,Isaiah,Canaan,SG,27,182.88,201,-1,64,0.7,0.9,0.889,2.4,0.5,2.9,0.274,0.2,17,1.3,44,1.1,70,79,0.7,0,58,,,,
players,Kevin,Seraphin,C,29,208.28,285,-1,70,0.5,0.2,0.667,3.5,0.531,0,0,0.9,15,2.2,25,0.5,70,73,0.1,0.4,59,,,,
players,Monta,Ellis,SG,33,190.5,185,-1,64,1.9,2,0.798,5.3,0.454,1.5,0.288,0.2,21,2.7,45,3.1,65,61,1,0.4,83,,,,
players,Joel,Bolomboy,PF,24,205.74,235,-1,60,0.1,0.4,0.5,0.4,0.75,0.1,0,0.1,16,1,30,0.1,70,88,0.1,0.1,40,R,,,
players,Jeff,Withey,C,28,213.36,231,-1,85,0.3,1,0.786,1.6,0.565,0,0,0.8,15,1.5,28,0.1,70,76,0.3,0.7,56,,,,
players,Diamond,Stone,C,21,210.82,255,-1,70,0.2,0.8,1,2.2,0.273,0,0,0.2,15,0.6,25,0,72,97,0,0.2,40,,,,
players,Marreese,Speights,C,31,208.28,255,-1,79,0.7,2.3,0.877,3.8,0.495,3.6,0.405,1.2,24,3.6,34,0.9,72,67,0.3,0.5,100,,,,
players,Cole,Aldrich,C,30,210.82,250,-1,82,0.3,0.4,0.667,1.5,0.521,0,0,1,21,2,25,0.5,70,70,0.5,0.4,89,,,,
players,Adreian,Payne,PF,27,208.28,237,-1,73,0.6,1.3,0.8,2.4,0.517,0.8,0.2,0.5,15,1.2,28,0.3,70,79,0.4,0.3,22,,,,
players,Omri,Casspi,SF,30,205.74,225,-1,61,0.8,1,0.571,4,0.477,1.3,0.379,0.9,18,3.2,47,1.2,70,70,0.5,0,50,IH,,,
players,Ron,Baker,SG,25,193.04,220,-1,64,0.8,0.7,0.611,1.8,0.413,1.4,0.324,0.2,25,1.3,42,1,70,85,0.6,0.1,45,,,,
players,Brandon,Jennings,PG,29,185.42,170,-1,55,1.9,2.5,0.754,4,0.425,3.6,0.344,0.4,31,2.3,43,5,60,73,1,0.1,100,SP,,,
players,Mindaugas,Kuzminskas,SF,29,205.74,215,-1,55,0.7,0.9,0.791,2.8,0.512,2.5,0.33,0.7,27,1.2,39,1,70,73,0.5,0.2,85,,,,
players,Marshall,Plumlee,C,26,213.36,250,-1,61,0.6,0.9,0.5,0.6,0.75,0,0,1.1,16,1.3,34,0.6,70,82,0.1,0.3,25,,,,
players,Cameron,Payne,PG,24,190.5,185,-1,61,0.7,0.3,1,3.8,0.344,2.5,0.275,0.1,21,1.4,28,2,85,88,0.4,0.3,30,,,,
players,Josh,Huestis,PF,27,200.66,230,-1,73,0,0,0.5,2,0.375,2,0.625,0.7,16,1.7,25,1,70,79,0.2,0.5,45,,,,
players,Stephen,Zimmerman,C,22,213.36,240,-1,65,0,0.1,0.3,1.4,0.455,0,0,0.5,15,1.3,25,0.1,70,94,0.1,0.1,20,R,,,
players,Tyler,Ulis,PG,23,177.8,150,-1,64,0.7,0.4,0.786,2.8,0.385,0.4,0.357,0.2,16,0.5,30,1,70,91,0.6,0,66,R,,,
players,Malachi,Richardson,SG,21,198.12,205,-1,55,0.4,0.9,0.75,1.6,0.536,1.3,0.273,0.1,15,0.6,25,0.5,70,91,0.2,0.1,65,R,,,
players,Jason,Thompson,C,32,210.82,250,-1,64,1.8,3.6,0.657,10.2,0.5,0.1,0.143,3.1,15,6.4,28,1.5,70,64,0.7,1,76,,,,
players,Troy,Williams,SF,24,200.66,218,-1,82,1.1,1,0.6,3.4,0.506,1.7,0.244,0.3,16,1.6,53,0.8,70,88,1,0.4,49,SP,,,
players,Dorell,Wright,SF,33,205.74,205,-1,73,1.4,2.4,0.806,6.5,0.469,5,0.365,1.1,15,5,38,2.5,70,61,1.2,0.8,60,,,,
players,Malcolm,Delaney,PG,27,190.5,190,-1,70,1.4,1.3,0.794,4.1,0.451,1.6,0.274,0.1,16,1.7,32,2.8,70,73,0.6,0,100,,,,
players,James,Young,SG,23,198.12,215,-1,61,0.1,0.4,0.8,0.6,0.444,0.9,0.333,0.2,16,0.8,25,0.3,75,91,0.2,0,30,,,,
players,Demetrius,Jackson,PG,24,185.42,201,-1,49,0,1.5,0.5,0.8,0.667,0.3,1,0.5,17,0.5,33,0.8,70,88,0,0,25,,,,
players,Trevor,Booker,PF,31,203.2,228,-1,73,1.8,1.8,0.647,7.2,0.554,1.1,0.283,2.1,20,6.5,51,2.3,80,67,1.3,0.5,91,,,,
players,Quincy,Acy,PF,28,200.66,240,-1,58,0.4,1.1,0.85,1.9,0.457,1.7,0.467,0.7,15,1.4,28,0.1,85,76,0.2,0.4,75,,,,
players,Sean,Kilpatrick,SG,29,193.04,210,-1,55,2.3,3.5,0.836,6.5,0.464,4.4,0.355,0.3,19,3.8,65,2.3,75,73,0.7,0.1,98,R,,,
players,Paul,Zipser,SF,25,203.2,215,-1,64,0.7,1.1,0.8,2,0.4,2,0.289,0.3,17,1.9,31,0.5,70,88,0.3,0.2,38,R,,,
players,Alan,Anderson,SF,36,198.12,220,-1,58,0.3,0.5,0.7,1.5,0.357,1.7,0.344,0.2,18,0.8,25,0.5,70,52,0.2,0,36,,,,
players,Brandan,Wright,PF,31,208.28,210,-1,76,0.3,0.5,0.5,4,0.625,0.3,0,2,15,1.3,25,0,70,67,0.5,0.8,25,,,,
players,Brandon,Bass,PF,33,203.2,250,-1,70,0.7,1.5,0.902,3.6,0.598,0.1,0.5,0.7,18,1.7,38,0.5,70,61,0.2,0.2,66,,,,
players,Andrew,Harrison,PG,24,198.12,213,-1,73,1.3,3,0.763,3.1,0.358,2.4,0.262,0.4,16,1.6,37,3.1,70,88,0.9,0.4,94,R,,,
players,Wade,Baldwin IV,PG,22,193.04,202,-1,76,1.3,1.3,0.844,2.8,0.364,0.8,0.111,0.3,17,1.1,31,2,70,94,0.6,0.3,47,R,,,
players,Shabazz,Muhammad,SF,26,198.12,223,-1,52,0.7,2.1,0.802,5.3,0.465,1.8,0.453,1.1,17,1.9,53,0.4,75,82,0.3,0.1,91,EX,,,
players,Brice,Johnson,PF,24,208.28,230,-1,60,0.5,0.5,0.708,2,0.575,0.25,0.333,2.2,16,1,25,0.2,80,88,0.5,1,25,R,,,
players,Tarik,Black,C,27,205.74,250,-1,61,0.8,1.9,0.716,4.6,0.515,0,0,2.4,20,3.2,30,0.7,75,79,0.4,0.5,75,,,,
players,Marcin,Gortat,C,34,210.82,240,-1,73,1.6,2.1,0.67,8.7,0.599,0,0,3.2,81,8.3,33,1.6,67,58,0.6,1,100,IH,,,
players,Luc,Mbah a Moute,SF,32,203.2,230,-1,73,0.7,1.3,0.719,3.3,0.527,1.5,0.397,0.7,23,1.7,41,0.4,70,64,1,0.6,96,,,,
players,DeAndre,Liggins,SG,30,198.12,209,-1,73,0.8,0.7,0.643,1.7,0.368,1,0.375,0.3,35,1.4,33,1,75,70,0.8,0.3,83,,,,
players,Kay,Felder,PG,23,175.26,176,-1,67,0.7,1.4,0.698,3.7,0.423,0.7,0.35,0.1,27,1,30,1.6,70,91,0.4,0.2,60,,,,
players,Derrick,Williams,PF,28,203.2,240,-1,70,1.2,4.9,0.62,6.5,0.484,2.7,0.205,1.6,16,5.5,34,1.4,72,79,0.9,0.5,52,,,,
players,Ty,Lawson,PG,31,180.34,195,-1,58,1.8,2.6,0.809,5.5,0.484,1.9,0.29,0.7,17,2,42,4.5,70,67,1.1,0.1,95,,,,
players,Georgios,Papagiannis,C,21,215.9,240,-1,46,0.5,0,0.5,0.5,1,0,0,0,27,0.5,25,0,70,97,0,0,50,,,,
players,A.J.,Hammons,C,26,213.36,260,-1,73,0.2,0.6,0.2,0.9,0.313,0.4,0.667,0.3,15,0.9,27,0.1,70,82,0,0.4,37,,,,
players,Darrell,Arthur,PF,30,203.2,235,-1,55,1,0.4,0.9,2.6,0.456,2.9,0.507,0.7,16,2.1,33,1.1,70,70,0.3,0.5,47,,,,
players,Nicolas,Brussino,SF,26,203.2,195,-1,73,0.3,0.3,0.667,0.5,0.563,1,0.286,0.3,16,0.9,26,0.6,70,85,0.3,0.1,65,,,,
players,Johnny,O'Bryant III,PF,25,205.74,257,-1,64,0.3,0.7,1,2,0.333,0.7,0.5,0.9,15,1.5,25,0.3,70,85,0,0,80,,,,
players,Darrun,Hilliard,SG,25,198.12,205,-1,64,0.8,0.9,0.708,2.3,0.367,1.3,0.257,0.1,15,1,30,0.9,70,85,0.3,0,54,,,,
players,Michael,Gbinije,SG,26,200.66,200,-1,49,0,0.2,1,0.7,0.333,0.4,0,0.2,15,0.1,29,0.2,70,82,0,0,25,,,,
players,James Michael,McAdoo,PF,26,205.74,230,-1,79,0.5,0.5,0.636,1.9,0.6,0.1,0,0.5,25,1.1,30,0.4,70,82,0.2,0.4,41,,,,
players,Briante,Weber,PG,26,187.96,165,-1,75,1.3,0.6,0.75,4.9,0.412,0.7,0,1.1,15,2.4,25,3,70,82,1.3,0.4,80,,,,
players,Bobby,Brown,PG,34,187.96,175,-1,55,0.1,0,0.81,0.9,0.231,0.9,0.286,0,17,0.3,28,0.1,70,58,0,0,28,,,,
players,K.J.,McDaniels,SF,25,198.12,205,-1,70,0.4,0.4,0.9,1.4,0.526,0.9,0.32,0.1,23,0.9,35,0.1,80,85,0.2,0.3,53,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rookies,Zion,Williamson,PF,18,201,285,,80,2.4,6.2,0.64,11,0.747,2.2,0.338,3.5,100,5.4,80,2.1,93,100,2.1,1.8,80,USA,North Carolina,Duke,R
Rookies,Ja,Morant,PG,19,190,175,,78,1.5,8.2,0.813,11.3,0.556,4.8,0.363,1.2,60,4.5,83,10,86,100,1.8,0.8,88,USA,Kentucky,Murray State,R
Rookies,RJ,Barrett,SG,19,201,202,,76,3.2,5.9,0.665,12.2,0.529,6.2,0.308,1.6,40,6,82,4.3,71,100,0.9,0.4,89,USA,North Carolina,Duke,R
Rookies,Deandre,Hunter,SF,21,201,225,,81,1.4,4.1,0.783,7.6,0.55,2.8,0.438,1.4,27,3.7,70,2,83,99,0.6,0.6,71,USA,Virginia,Virginia,R
Rookies,Darius,Garland,PG,19,188,175,,68,3,3.2,0.75,6.2,0.581,4.6,0.478,0.4,30,3.4,74,2.6,56,99,0.8,0.4,82,USA,Tennessee,Vanderbilt,R
Rookies,Jarrett,Culver,SG,20,196,195,,82,2.7,5.5,0.707,10.3,0.526,4.2,0.304,1.1,36,5,72,3.7,74,98,1.5,0.6,82,USA,Texas,Texas Tech,R
Rookies,Coby,White ,PG,19,196,185,,70,2.7,3.7,0.8,6.1,0.5,6.6,0.353,0.6,14.5,3.2,84,4.1,63,97,1.1,0.3,70,USA,North Carolina,UNC,R
Rookies,Jaxson ,Hayes,C,19,211,220,,80,0.9,3.1,0.74,5.3,0.728,0,0,3.3,35,5,42,0.3,96,95,0.6,2.2,66,USA,Texas,Texas,R
Rookies,Rui,Hachimura,PF,21,203,230,,77,1.8,6,0.739,11.6,0.606,1,0.417,1.4,20,5.1,50,1.5,78,93,0.9,0.7,67,USA,Washington,Gonzaga,R
Rookies,Cam,Reddish,SF,19,203,218,,69,2.7,3.2,0.772,4.6,0.394,7.4,0.333,0.6,14.5,3.1,60,1.9,85,100,1.6,0.6,62,USA,North Carolina,Duke,R
Rookies,Cameron ,Johnson,SF,23,206,210,,60,1.5,3.1,0.818,5.8,0.556,5.8,0.457,1.8,9,3.9,59,2.4,54,78,1.2,0.3,62,USA,North Carolina,UNC,R
Rookies,PJ,Washington,PF,20,203,228,,70,2,5.1,0.663,8.2,0.549,2.2,0.423,2.3,21,5.2,61,1.8,75,80,0.8,1.2,73,USA,Kentucky,Kentucky,R
Rookies,Tyler,Herro,SG,19,196,195,,65,1.6,2.5,0.935,6.3,0.538,4.6,0.355,0.4,14.5,4.1,69,2.5,58,79,1.1,0.3,77,USA,Kentucky,Kentucky,R
Rookies,Romeo,Langford,SG,19,198,215,,70,2.1,6.1,0.772,8.4,0.53,3.9,0.272,1.4,14,4,70,2.3,69,89,0.8,0.8,68,USA,Indiana,Indiana,R
Rookies,Sekou,Doumbouya,PF,18,210.3,230,,62,1.2,1.1,0.757,3.8,0.605,2.5,0.343,0.9,12.5,2.4,43,0.7,53,88,0.7,0.5,70,France,,Limoges CSP,R
Rookies,Chuma,Okeke,PF,20,203,230,,66,1.7,2.4,0.722,5.2,0.496,3.7,0.387,2.8,14.5,4.8,60,1.9,83,86,1.8,1.2,72,USA,Alabama,Auburn,R
Rookies,Nickeil,Alexander - Walker,SG,20,196,205,,69,2.9,4.2,0.778,7.2,0.537,4.6,0.374,0.5,21.5,3.6,68,4,36,84,1.9,0.5,78,USA,Virginia,Virginia,R
Rookies,Goga,Bitadze,C,19,210,251,,75,1.4,5.4,0.714,5.9,0.597,1.2,0.313,2.5,11,3.8,53,1.2,49,85,0.5,2.3,70,Montenegro,,Buducnost VOLI,R
Rookies,Luka,Samanic,PF,19,210,230,,73,1.38,2.52,0.722,5.78,0.484,1.6,0.338,1.12,25,3.66,58,0.88,70,84,0.46,0.36,74,Slovenia,,KK Petrol Olimpija,R
Rookies,Matisse,Thybulle,SF,22,196,195,,82,1.8,1.9,0.855,3.3,0.555,4.2,0.305,0.8,12,2.3,75,2.1,86,76,3.5,2.3,86,USA,Washington,Washington,R
Rookies,Brandon,Clarke,PF,22,203,215,,76,1.5,4.2,0.694,9.7,0.705,0.4,0.267,3.1,3,5.5,69,1.9,71,80,1.2,3.2,77,USA,Washington,Gonzaga,R
Rookies,Grant,Williams,PF,20,201,236,,70,2.2,7,0.819,10,0.593,1.2,0.326,2.2,22,5.3,64,3.2,62,78,1.1,1.5,80,USA,Tennessee,Tennessee,R
Rookies,Darius,Bazley,SF,19,206,210,,56,2.5,3.5,0.571,5.8,0.571,1.2,0.429,0.1,4,3.5,70,1.5,56,80,0.5,1.5,55,USA,Ohio,,R
Rookies,Ty,Jerome,PG,21,196,195,,60,1.6,2.5,0.736,5.7,0.469,5.4,0.399,0.5,25,3.8,80,5.5,70,73,1.5,0,82,USA,Virginia,Virginia,R
Rookies,Nassir,Little,SF,19,201,220,,73,1.3,2.8,0.77,6.2,0.527,1.4,0.269,1.6,8,3,71,0.7,91,90,0.5,0.5,69,USA,North Carolina,UNC,R
Rookies,Dylan,Windler,SG,22,203,200,,60,2.1,4.2,0.827,6.6,0.659,7.1,0.429,1.9,6,8.9,65,2.5,70,68,1.4,0.6,61,USA,Tennessee,Belmont,R
Rookies,Mfiondu,Kabengele,PF,21,208,250,,71,1.3,4.9,0.761,7.1,0.534,1.8,0.369,2.1,6,5.8,54,0.3,91,76,0.6,1.5,72,USA,Florida,Florida St,R
Rookies,Jordan,Poole,SG,20,196,195,,62,1.5,2.4,0.833,4.5,0.518,5.5,0.369,0.2,1,2.8,48,2.2,91,76,1.1,0.2,80,USA,Michigan,Michigan,
Rookies,Keldon,Johnson,SF,19,198,211,,80,1.6,4.2,0.703,6.9,0.498,3.2,0.391,1.3,8,4.5,60,1.6,52,78,0.8,0.2,71,USA,Kentucky,Kentucky,R
Rookies,Kevin,Porter Jr.,SG,19,198,218,,59,1.9,2.2,0.522,4.2,0.517,3.2,0.412,1,11,3,69,1.4,50,80,1.8,0.5,60,USA,South California,USC,R
Rookies,Nicolas,Claxton,C,20,211,215,,66,2.1,6,0.641,7.3,0.509,2,0.281,2.3,8,6.3,52,1.8,49,75,1.1,2.1,65,USA,Georgia,Georgia,R
Rookies,Kz,Okpala,SF,20,203,216,,62,2.9,6,0.671,9.7,0.493,3,0.368,1.2,13,4.5,60,2,46,74.8,1,0.5,59,USA,California,Standford,R
Rookies,Carsen,Edwards,PG,21,185,200,,55,3.1,6.1,0.837,9,0.44,10.6,0.355,0.4,4,3.2,70,2.9,66,66.6,1.3,0.3,58,USA,Indiana,Purdue,R
Rookies,Bruno,Fernando,C,20,208,240,,70,2.8,4.3,0.779,8.1,0.618,0.3,0.3,2.9,18,7.7,40,2,63,82.4,0.6,1.9,74,USA,Maryland,Maryland,R
Rookies,Marcos,Silva,SG,20,195,190,,59,1.1,2.1,0.735,7.6,0.496,3.6,0.427,0.7,9,2.1,56,1,52,58,0.7,0.1,68,Brazil,,,R
Rookies,Cody,Martin,SF,23,201,205,,65,1.9,2.9,0.763,6,0.574,2.8,0.358,0.9,14,3.5,57,4.9,90,70.8,1.4,0.7,80,USA,Nevada,Nevada,R
Rookies,Deividias,Sirvydis,SG,19,202,195,,70,0.5,1,0.765,1.2,0.534,2.4,0.463,0.3,2,1.9,64,0.6,96,85,0.1,0,73,Lithunia,,,R
Rookies,Daniel,Gafford,PF,20,211,233,,71,2.4,6,0.591,10.1,0.66,0,0,2.8,1,5.8,47,0.7,49,74,0.9,2,62,USA,Arkansas,Arkansas,R
Rookies,Alen,Smailagic,PF,18,208,213,,62.3,1.4,2.7,0.659,5.2,0.577,1.7,0.244,2.1,17,1.9,53,1,74,80,0.9,0.9,70,Serbia,,,R
Rookies,Justin ,James,SG,22,201,190,,53,4.2,8.4,0.741,12.1,0.459,5.3,0.296,1,7,7.5,40,4.4,66,46.4,1.5,0.6,47,USA,Wyoming,Wyoming,R
Rookies,Eric,Pashall,PF,22,206,255,,61.3,2.3,5,0.746,6.5,0.532,5.6,0.348,1.3,19,4.9,56,2.1,29,68,0.7,0.5,76,USA,Pennsylvania,Villanova,R
Rookies,Admiral,Schofield,SG,22,198,241,,47,1.9,2.3,0.698,8.8,0.505,4.8,0.418,1.2,3,5,35,2,67,39,0.9,0.5,45,USA,Tennessee,Tennessee,R
Rookies,Jaylen,Nowell,SG,19,193,200,,44,2.9,3.4,0.779,8.8,0.525,3.2,0.44,1,11,4.3,77,3.1,83,62.8,1.3,0.3,75,USA,Washington,Washington,R
Rookies,Bol,Bol,C,19,218,235,,70,2,4.1,0.757,11.9,0.57,2.8,0.52,2.1,30,7.4,60,1,81,90,0.8,2.7,60,USA,Oregon,Oregon,R
Rookies,Isaiah,Roby,PF,21,203,240,,65,2,3.8,0.677,6.9,0.496,2.4,0.333,1.9,7,5,27,1.9,54,74.2,1.3,1.9,71,USA,Nebraska,Nebraska,R
Rookies,Talen,Horton-Tucker,SF,18,193,233,,57,1.7,2.5,0.625,6.4,0.475,4.5,0.308,0.7,4,4.2,72,2.3,43,70,1.3,0.7,90,USA,Iowa,Iowa,R
Rookies,Ignas,Brazdeikis,SF,20,201,215,,54,1.2,4.1,0.773,7.1,0.5,3.9,0.392,1.2,3,4.3,58,0.8,68,68.2,0.7,0.5,71,USA,Michigan,Michigan,R
Rookies,Terance,Mann,SF,22,198,215,,61.7,1.8,3.4,0.79,5.8,0.547,2.1,0.39,2.5,7,4,62,2.5,86,61.6,0.7,0.3,82,USA,Florida,Florida St,R
Rookies,Quinndary,Weatherspoon,SG,22,193,205,,60.3,2.9,5.4,0.804,8.2,0.564,4.1,0.396,1.3,6,4.7,38,2.8,36,50,1.7,0.3,68,USA,Mississippi,Mississippi St,R
Rookies,Jarrell,Brantley,PF,23,201,255,,49,2.6,4.9,0.785,10.4,0.582,3.5,0.328,1.7,19,6.7,34,2.5,69,27,1.4,0.9,63,USA,South Carolina,Charleston,R
Rookies,Tremont,Waters,PG,21,180,175,,38,3.5,3.9,0.813,6.9,0.507,5.2,0.327,0.3,2,2.5,80,5.8,69,50.8,2.9,0.1,39,USA,Louisiana,LSU,R
Rookies,Jalen,McDaniels,PF,21,208,195,,60.3,2.4,3.7,0.732,11.2,0.495,2.2,0.32,2,1,6.3,24,2.1,30,14.6,1.1,0.5,48,USA,California,San Diego,R
Rookies,Justin ,Wright-Foreman,PG,21,188,190,,20,2.6,5.9,0.864,11.1,0.568,7.4,0.425,0.3,1,3.7,21,2.9,43,17.4,0.9,0.2,31,USA,New York,Hofstra,R
